country,indicator,sex,classification1,classification2,year,value
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,"Age (Youth, adults): 15+",,2020,8950.763
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,"Age (Youth, adults): 15-64",,2020,7458.657
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,"Age (Youth, adults): 15-24",,2020,1617.922
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,"Age (Youth, adults): 25+",,2020,7332.841
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (Aggregate bands): Total,,2020,16739.396
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (Aggregate bands): 15-24,,2020,3186.206
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (Aggregate bands): 25-54,,2020,8306.51
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (Aggregate bands): 55-64,,2020,2604.863
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (Aggregate bands): 65+,,2020,2641.817
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (Aggregate bands): Total,,2020,7788.634
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (Aggregate bands): 15-24,,2020,1568.284
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (Aggregate bands): 25-54,,2020,3862.272
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (Aggregate bands): 55-64,,2020,1208.366
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (Aggregate bands): 65+,,2020,1149.711
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (Aggregate bands): Total,,2020,8950.763
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (Aggregate bands): 15-24,,2020,1617.922
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (Aggregate bands): 25-54,,2020,4444.238
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (Aggregate bands): 55-64,,2020,1396.497
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (Aggregate bands): 65+,,2020,1492.106
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): Total,,2020,16739.396
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 15-24,,2020,3186.206
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 25-34,,2020,2481.852
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 35-44,,2020,2975.026
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 45-54,,2020,2849.631
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 55-64,,2020,2604.863
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 65+,,2020,2641.817
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): Total,,2020,7788.634
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 15-24,,2020,1568.284
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 25-34,,2020,1160.047
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 35-44,,2020,1347.092
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 45-54,,2020,1355.133
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 55-64,,2020,1208.366
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 65+,,2020,1149.711
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): Total,,2020,8950.763
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 15-24,,2020,1617.922
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 25-34,,2020,1321.805
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 35-44,,2020,1627.934
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 45-54,,2020,1494.498
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 55-64,,2020,1396.497
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 65+,,2020,1492.106
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): Total,,2020,16739.396
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 15-19,,2020,1769.008
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 20-24,,2020,1417.198
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 25-29,,2020,1258.226
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 30-34,,2020,1223.627
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 35-39,,2020,1510.438
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 40-44,,2020,1464.588
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 45-49,,2020,1445.373
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 50-54,,2020,1404.259
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 55-59,,2020,1365.858
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 60-64,,2020,1239.005
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 65+,,2020,2641.817
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): Total,,2020,7788.634
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 15-19,,2020,887.257
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 20-24,,2020,681.027
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 25-29,,2020,591.941
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 30-34,,2020,568.106
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 35-39,,2020,676.564
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 40-44,,2020,670.529
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 45-49,,2020,693.78
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 50-54,,2020,661.353
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 55-59,,2020,626.564
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 60-64,,2020,581.801
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 65+,,2020,1149.711
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): Total,,2020,8950.763
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 15-19,,2020,881.751
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 20-24,,2020,736.171
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 25-29,,2020,666.285
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 30-34,,2020,655.52
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 35-39,,2020,833.874
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 40-44,,2020,794.06
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 45-49,,2020,751.592
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 50-54,,2020,742.906
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 55-59,,2020,739.293
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 60-64,,2020,657.204
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 65+,,2020,1492.106
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,"Age (Youth, adults): 15+",,2019,16424.016
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,"Age (Youth, adults): 15-64",,2019,13912.752
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,"Age (Youth, adults): 15-24",,2019,3054.063
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,"Age (Youth, adults): 25+",,2019,13369.953
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,"Age (Youth, adults): 15+",,2019,7610.113
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,"Age (Youth, adults): 15-64",,2019,6505.24
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,"Age (Youth, adults): 15-24",,2019,1515.097
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,"Age (Youth, adults): 25+",,2019,6095.015
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,"Age (Youth, adults): 15+",,2019,8813.903
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,"Age (Youth, adults): 15-64",,2019,7407.512
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,"Age (Youth, adults): 15-24",,2019,1538.965
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,"Age (Youth, adults): 25+",,2019,7274.938
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (Aggregate bands): Total,,2019,16424.016
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (Aggregate bands): 15-24,,2019,3054.063
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (Aggregate bands): 25-54,,2019,8301.359
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (Aggregate bands): 55-64,,2019,2557.331
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (Aggregate bands): 65+,,2019,2511.264
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (Aggregate bands): Total,,2019,7610.113
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (Aggregate bands): 15-24,,2019,1515.097
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (Aggregate bands): 25-54,,2019,3818.393
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (Aggregate bands): 55-64,,2019,1171.75
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (Aggregate bands): 65+,,2019,1104.872
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (Aggregate bands): Total,,2019,8813.903
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (Aggregate bands): 15-24,,2019,1538.965
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (Aggregate bands): 25-54,,2019,4482.966
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (Aggregate bands): 55-64,,2019,1385.581
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (Aggregate bands): 65+,,2019,1406.391
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): Total,,2019,16424.016
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 15-24,,2019,3054.063
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 25-34,,2019,2554.498
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 35-44,,2019,3000.577
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 45-54,,2019,2746.284
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 55-64,,2019,2557.331
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (10-year bands): 65+,,2019,2511.264
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): Total,,2019,7610.113
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 15-24,,2019,1515.097
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 25-34,,2019,1167.959
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 35-44,,2019,1375.406
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 45-54,,2019,1275.028
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 55-64,,2019,1171.75
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (10-year bands): 65+,,2019,1104.872
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): Total,,2019,8813.903
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 15-24,,2019,1538.965
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 25-34,,2019,1386.539
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 35-44,,2019,1625.171
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 45-54,,2019,1471.257
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 55-64,,2019,1385.581
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (10-year bands): 65+,,2019,1406.391
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): Total,,2019,16424.016
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 15-19,,2019,1722.355
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 20-24,,2019,1331.708
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 25-29,,2019,1254.586
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 30-34,,2019,1299.912
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 35-39,,2019,1524.01
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 40-44,,2019,1476.567
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 45-49,,2019,1372.521
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 50-54,,2019,1373.764
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 55-59,,2019,1343.698
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 60-64,,2019,1213.633
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,Age (5-year bands): 65+,,2019,2511.264
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): Total,,2019,7610.113
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 15-19,,2019,873.571
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 20-24,,2019,641.526
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 25-29,,2019,594.135
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 30-34,,2019,573.824
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 35-39,,2019,685.733
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 40-44,,2019,689.673
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 45-49,,2019,645.522
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 50-54,,2019,629.506
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 55-59,,2019,607.568
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 60-64,,2019,564.182
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,Age (5-year bands): 65+,,2019,1104.872
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): Total,,2019,8813.903
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 15-19,,2019,848.784
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 20-24,,2019,690.182
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 25-29,,2019,660.451
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 30-34,,2019,726.088
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 35-39,,2019,838.277
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 40-44,,2019,786.894
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 45-49,,2019,726.999
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 50-54,,2019,744.258
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 55-59,,2019,736.13
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 60-64,,2019,649.45
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Female,Age (5-year bands): 65+,,2019,1406.391
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,"Age (Youth, adults): 15+",,2018,16196.232
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,"Age (Youth, adults): 15-64",,2018,13799.637
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,"Age (Youth, adults): 15-24",,2018,3066.026
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Total,"Age (Youth, adults): 25+",,2018,13130.206
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,"Age (Youth, adults): 15+",,2018,7488.32
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,"Age (Youth, adults): 15-64",,2018,6438.758
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,"Age (Youth, adults): 15-24",,2018,1504.912
Sri Lanka,Working-Age Population By Sex And Age (Thousands),Male,"Age (Youth, adults): 25+",,2018,5983.407
